source_path,curated_path,corpus,bank,languages_raw,has_chi_id,has_chi_tier,child_utterance_count,child_token_count,eligible_english_child_transcript,analysis_ready,exclude_reason,sha256,download_date,qc_status
data/Eigsti/ASD/1082.cha,data/curated/english_child_transcripts/Eigsti/ASD/1082.cha,Eigsti,project_data,eng,True,True,170,703,True,True,,6f086ad866eb7712fb0a379c4056faba053e90df804045fc33407d75df657fc6,,pass
data/Eigsti/ASD/1085.cha,data/curated/english_child_transcripts/Eigsti/ASD/1085.cha,Eigsti,project_data,eng,True,True,120,548,True,True,,b53a8ab8395231fa0e46253bf0b3273c073d38eb29783f6e97e181f598fd8dca,,pass
data/Eigsti/DD/1027.cha,data/curated/english_child_transcripts/Eigsti/DD/1027.cha,Eigsti,project_data,eng,True,True,156,841,True,True,,63a751f24b4f17f4c2771abab1afbb1cdbd20012b54345f414dd04ebb771b4a6,,pass
data/Eigsti/DD/1028.cha,data/curated/english_child_transcripts/Eigsti/DD/1028.cha,Eigsti,project_data,eng,True,True,161,590,True,True,,cca2e25ecfb380128f88b6c3ff6e3a6a7bde44b5ba1a36a8e8ba35fb1d012464,,pass
data/Eigsti/DD/1030.cha,data/curated/english_child_transcripts/Eigsti/DD/1030.cha,Eigsti,project_data,eng,True,True,153,675,True,True,,0097267f19b2086676743e0b14fe3f0c135d0bdcc7b835cf193a9e4dac597370,,pass
data/Eigsti/DD/1031.cha,data/curated/english_child_transcripts/Eigsti/DD/1031.cha,Eigsti,project_data,eng,True,True,215,735,True,True,,32ebd766d42ff0236769df53d4a5ab4f68d1f6bdd37f841fa404263ebf73ba4f,,pass
data/Eigsti/DD/1041.cha,data/curated/english_child_transcripts/Eigsti/DD/1041.cha,Eigsti,project_data,eng,True,True,125,630,True,True,,4db0181869d7875ac612cec2a08ca0b55fdb09aee98b233bfdd91061003b21a3,,pass
data/Eigsti/DD/1042.cha,data/curated/english_child_transcripts/Eigsti/DD/1042.cha,Eigsti,project_data,eng,True,True,145,570,True,True,,40b9e3e2d5fb035d84d744e2fe734253719f586c2ad45ec57600a50da3b6eb9e,,pass
data/Eigsti/DD/1043.cha,data/curated/english_child_transcripts/Eigsti/DD/1043.cha,Eigsti,project_data,eng,True,True,130,357,True,True,,6ff3030c6f8ad77bd4192660f50d16d9592d2dfd1e05a027b54a2720f902828a,,pass
data/Eigsti/DD/1048.cha,data/curated/english_child_transcripts/Eigsti/DD/1048.cha,Eigsti,project_data,eng,True,True,114,474,True,True,,b3f915392f925c790ee27153e43d65774209bcc57898cfd6eb7bb2a738e3e4fd,,pass
data/Eigsti/DD/1052.cha,data/curated/english_child_transcripts/Eigsti/DD/1052.cha,Eigsti,project_data,eng,True,True,83,270,True,True,,275d0e99be85a93a61d3e18ef3a9dcc576dab1130c118b1f74f6c3dfea3b9e95,,pass
data/Eigsti/DD/1054.cha,data/curated/english_child_transcripts/Eigsti/DD/1054.cha,Eigsti,project_data,eng,True,True,157,916,True,True,,46c7454c21f459e0015ed183f9aadb5db8f605fe023b2b8e5c78f4f50207b558,,pass
data/Eigsti/DD/1055.cha,data/curated/english_child_transcripts/Eigsti/DD/1055.cha,Eigsti,project_data,eng,True,True,136,467,True,True,,1325224bd17cace3675422e2a80b51a9f3234b28a5c4be2a6492b2ff1c9e845e,,pass
data/Eigsti/DD/1057.cha,data/curated/english_child_transcripts/Eigsti/DD/1057.cha,Eigsti,project_data,eng,True,True,122,484,True,True,,9bbbe412008e4a5e3c393c793d511e5b4aa5ddd41122cf863ef5ed0bd3640a3a,,pass
data/Eigsti/DD/1058.cha,data/curated/english_child_transcripts/Eigsti/DD/1058.cha,Eigsti,project_data,eng,True,True,123,499,True,True,,59f06864f71cbd57e3a9d934a531dee923970f49db36871643c0627a7fa8f3df,,pass
data/Eigsti/DD/1063.cha,data/curated/english_child_transcripts/Eigsti/DD/1063.cha,Eigsti,project_data,eng,True,True,131,524,True,True,,b3cc7791630ac218a2b2871d07fda86f86014cc9d2daaec8c648c12d90238450,,pass
data/Eigsti/DD/1069.cha,data/curated/english_child_transcripts/Eigsti/DD/1069.cha,Eigsti,project_data,eng,True,True,296,1156,True,True,,5a7e44272fc416ed9a00848aaa1c91d0c7b6aaa24e68cca3fe2acc590d988d7c,,pass
data/Eigsti/DD/1074.cha,data/curated/english_child_transcripts/Eigsti/DD/1074.cha,Eigsti,project_data,eng,True,True,295,1138,True,True,,9ff2049ff2b8b0489537c1f3df20b0deb799fa7d95743e1864120b64dc653dda,,pass
data/Eigsti/TD/1011.cha,data/curated/english_child_transcripts/Eigsti/TD/1011.cha,Eigsti,project_data,eng,True,True,131,197,True,True,,a8e45f388c5d9e523614e4c984e34950162ce3c8e81483caac698e4b944fd231,,pass
data/Eigsti/TD/1013.cha,data/curated/english_child_transcripts/Eigsti/TD/1013.cha,Eigsti,project_data,eng,True,True,197,640,True,True,,4d3525e861bf1e2fce9195e2c8653c029f57a827c293fdb8c5b8f0bdc0634f50,,pass
data/Eigsti/TD/1022.cha,data/curated/english_child_transcripts/Eigsti/TD/1022.cha,Eigsti,project_data,eng,True,True,173,504,True,True,,3153e9bda643892242b8e27a36e51a2f8d669194d71f8e25aa34de65b1aa3e00,,pass
data/Eigsti/TD/1024.cha,data/curated/english_child_transcripts/Eigsti/TD/1024.cha,Eigsti,project_data,eng,True,True,171,448,True,True,,411baef7bec9e70c368e3e321a8a66bbe4c108332b90f4a7a352daa33f153237,,pass
data/Eigsti/TD/1025.cha,data/curated/english_child_transcripts/Eigsti/TD/1025.cha,Eigsti,project_data,eng,True,True,196,854,True,True,,d2ea089ffb61385d7ff7fca6d652a84cee80d0a4af65c092209a20a5feb97da3,,pass
data/Eigsti/TD/1056.cha,data/curated/english_child_transcripts/Eigsti/TD/1056.cha,Eigsti,project_data,eng,True,True,114,505,True,True,,965b483648a5b475323c2cd2d55ad5f26d79ad6aa4e3d03c36db2ece6cf3139b,,pass
data/Eigsti/TD/1060.cha,data/curated/english_child_transcripts/Eigsti/TD/1060.cha,Eigsti,project_data,eng,True,True,146,332,True,True,,c4a88175b0b95b62c4232b1853edf8cfb85c1f3ddd3cc82a816b493d15032aa9,,pass
data/Eigsti/TD/1061.cha,data/curated/english_child_transcripts/Eigsti/TD/1061.cha,Eigsti,project_data,eng,True,True,180,746,True,True,,57f496c577affe1c978858f1753647f1a9009bbd6254804d12735fc59f78a7b9,,pass
data/Eigsti/TD/1062.cha,data/curated/english_child_transcripts/Eigsti/TD/1062.cha,Eigsti,project_data,eng,True,True,163,827,True,True,,ec086fa9da47433f4d98ecc0415d822b4e3de94e148da86eb9df29db72df811a,,pass
data/Eigsti/TD/1064.cha,data/curated/english_child_transcripts/Eigsti/TD/1064.cha,Eigsti,project_data,eng,True,True,139,565,True,True,,00f582719109a62cf4ba25b26e1529018d06c5e2ff59ad7ecdf1b5ba069039f9,,pass
data/Eigsti/TD/1068.cha,data/curated/english_child_transcripts/Eigsti/TD/1068.cha,Eigsti,project_data,eng,True,True,137,561,True,True,,69f609b9337416938b65ca7c6cfb2e2595f659271ae378b8b150f4fda3647ded,,pass
data/Eigsti/TD/1075.cha,data/curated/english_child_transcripts/Eigsti/TD/1075.cha,Eigsti,project_data,eng,True,True,203,715,True,True,,6a0a79dba195a6263807cd9ad53951deb4d074515500ba710e5d2b407db64edc,,pass
data/Eigsti/TD/1076.cha,data/curated/english_child_transcripts/Eigsti/TD/1076.cha,Eigsti,project_data,eng,True,True,218,902,True,True,,53096483066b5a474c182fc50dd51f675c5b7d79d3e3c3eb22de6bc318015e9e,,pass
data/Eigsti/TD/1078.cha,data/curated/english_child_transcripts/Eigsti/TD/1078.cha,Eigsti,project_data,eng,True,True,94,200,True,True,,c308ecf43a7e4b61ee94c2e72e8a4d48c63290be279be401997b6534a5bf8f9f,,pass
data/Eigsti/TD/1079.cha,data/curated/english_child_transcripts/Eigsti/TD/1079.cha,Eigsti,project_data,eng,True,True,150,511,True,True,,36a9b95106eb7d3fc2753808ae8919ff8517a97bd7c3b82d58ef331565960f3f,,pass
data/Eigsti/TD/1080.cha,data/curated/english_child_transcripts/Eigsti/TD/1080.cha,Eigsti,project_data,eng,True,True,123,481,True,True,,c01861e9318458966511c518712cf86febe0f33c28b6d1091ea2d20d042000d7,,pass
data/Flusberg/Brett/050800.cha,data/curated/english_child_transcripts/Flusberg/Brett/050800.cha,Flusberg,project_data,eng,True,True,360,1061,True,True,,5f5c9854ceb9054061e6b53603d710ffc16d5f71fc0431aafd7ef310c632c4ee,,pass
data/Flusberg/Brett/051002.cha,data/curated/english_child_transcripts/Flusberg/Brett/051002.cha,Flusberg,project_data,eng,True,True,335,960,True,True,,c2a7f0cb157b25ff2e8c08fe0a15b7c79b8201c7d203a8845c1d6e994fbe790a,,pass
data/Flusberg/Brett/060011.cha,data/curated/english_child_transcripts/Flusberg/Brett/060011.cha,Flusberg,project_data,eng,True,True,538,1538,True,True,,e4d7eee8bcc9cae9904e5fca703ccf45efa1986caf9d30cdb16e0fce99eabc8c,,pass
data/Flusberg/Brett/060207.cha,data/curated/english_child_transcripts/Flusberg/Brett/060207.cha,Flusberg,project_data,eng,True,True,407,1400,True,True,,2a7c84ef019fec3c9ea5920e2801c5fda9910a9616d4ee6a13b9c2a536b21e85,,pass
data/Flusberg/Brett/060406.cha,data/curated/english_child_transcripts/Flusberg/Brett/060406.cha,Flusberg,project_data,eng,True,True,436,1366,True,True,,62ca6e3050071091697468ad5d58166f8690e1e832231c982e5e2794348130d1,,pass
data/Flusberg/Brett/060622.cha,data/curated/english_child_transcripts/Flusberg/Brett/060622.cha,Flusberg,project_data,eng,True,True,506,1414,True,True,,777723a7bd4a1e263f6e6e3da4fd994b841161b0855bbbde40c78a8df8ccfbf3,,pass
data/Flusberg/Brett/060819.cha,data/curated/english_child_transcripts/Flusberg/Brett/060819.cha,Flusberg,project_data,eng,True,True,470,1461,True,True,,5fa20375749f2c4dafa887364fc818a5c0a7520128a726a1d6a217de3cdb3e25,,pass
data/Flusberg/Brett/070101.cha,data/curated/english_child_transcripts/Flusberg/Brett/070101.cha,Flusberg,project_data,eng,True,True,368,1105,True,True,,af81166af2850acfbf1abc3f103e7ded10820981e7eb244fc634623d41ed3ea8,,pass
data/Flusberg/Brett/070301.cha,data/curated/english_child_transcripts/Flusberg/Brett/070301.cha,Flusberg,project_data,eng,True,True,426,1280,True,True,,8e627bd7e9efb72fa8d07f31678a53bf2132c49336fe92f0506853b72c007323,,pass
data/Flusberg/Brett/070517.cha,data/curated/english_child_transcripts/Flusberg/Brett/070517.cha,Flusberg,project_data,eng,True,True,287,1019,True,True,,0fd67982b1b74d3f6d0301344f74e0bc8215d14280c2ff0cd6f327271260ec26,,pass
data/Flusberg/Jack/060900.cha,data/curated/english_child_transcripts/Flusberg/Jack/060900.cha,Flusberg,project_data,eng,True,True,262,468,True,True,,5882a4ae6bf2341bf7d7ac09677ff2ec05fcf33b21e0670541fb55d0d7642a74,,pass
data/Flusberg/Jack/061028.cha,data/curated/english_child_transcripts/Flusberg/Jack/061028.cha,Flusberg,project_data,eng,True,True,486,1205,True,True,,070f3edeee79c4403fef18774e2230acb1a3a1a70303e6a087dc224daaeafa8f,,pass
data/Flusberg/Jack/070106.cha,data/curated/english_child_transcripts/Flusberg/Jack/070106.cha,Flusberg,project_data,eng,True,True,295,555,True,True,,acd8ac44c6a845bbcebf7344c644622083d01f7d872cd04ef52dbdcf7580afaf,,pass
data/Flusberg/Jack/070315.cha,data/curated/english_child_transcripts/Flusberg/Jack/070315.cha,Flusberg,project_data,eng,True,True,210,465,True,True,,8091630e3ab6425245452c29c069e1a482abbab04a3b5c73938632e305ac2c33,,pass
data/Flusberg/Jack/070516.cha,data/curated/english_child_transcripts/Flusberg/Jack/070516.cha,Flusberg,project_data,eng,True,True,376,937,True,True,,0542712f7dae786de93ef1b6b9e03bea9c661ab554ca912c62e834302f579668,,pass
data/Flusberg/Jack/070726.cha,data/curated/english_child_transcripts/Flusberg/Jack/070726.cha,Flusberg,project_data,eng,True,True,544,1108,True,True,,fe4af8d3ab30631cf70e623088034251c353a2f11ac8ae3358e40ff4eceb0ed0,,pass
data/Flusberg/Jack/071001.cha,data/curated/english_child_transcripts/Flusberg/Jack/071001.cha,Flusberg,project_data,eng,True,True,328,570,True,True,,6e23be7c5440de7a598db62e25bfa2f2c8efe680e17d05698f832a000e0a75ee,,pass
data/Flusberg/Jack/080012.cha,data/curated/english_child_transcripts/Flusberg/Jack/080012.cha,Flusberg,project_data,eng,True,True,422,1105,True,True,,f38aac50bef8c6456f3ff755992e0b9d6c0f5b71d1db361f73d440a8d65ddc3a,,pass
data/Flusberg/Jack/080121.cha,data/curated/english_child_transcripts/Flusberg/Jack/080121.cha,Flusberg,project_data,eng,True,True,247,612,True,True,,2ae3ef3241ee0f4015f8111e47fd4b1d36cc806272c26c387918403e22583f0c,,pass
data/Flusberg/Jack/080221.cha,data/curated/english_child_transcripts/Flusberg/Jack/080221.cha,Flusberg,project_data,eng,True,True,406,902,True,True,,9130674cd397813882c8b78a395588ca36eda472ce023177afa82675c4fe69b8,,pass
data/Flusberg/Jack/080506.cha,data/curated/english_child_transcripts/Flusberg/Jack/080506.cha,Flusberg,project_data,eng,True,True,355,749,True,True,,2960e7aace8f0105a490823bb896ff37d39efe70cb3193fb47a15260ed2719e4,,pass
data/Flusberg/Jack/080808.cha,data/curated/english_child_transcripts/Flusberg/Jack/080808.cha,Flusberg,project_data,eng,True,True,189,450,True,True,,20b826637bb2c28459c9804d4577bd04955fd6906a876d64ed1dc0a14ace6476,,pass
data/Flusberg/Mark/070700.cha,data/curated/english_child_transcripts/Flusberg/Mark/070700.cha,Flusberg,project_data,eng,True,True,264,326,True,True,,9d2279fb75c63d092313a046eb5df9045af493e1c5020cf33aa5385d1734b818,,pass
data/Flusberg/Mark/070812.cha,data/curated/english_child_transcripts/Flusberg/Mark/070812.cha,Flusberg,project_data,eng,True,True,525,728,True,True,,4d065a34597d41e9cb5de385b468931a9d9b62ffc4cb3c594fd34d97019d68c8,,pass
data/Flusberg/Mark/071026.cha,data/curated/english_child_transcripts/Flusberg/Mark/071026.cha,Flusberg,project_data,eng,True,True,739,882,True,True,,b12f3a0e6cd99cf766abe06745b479be69f19f6898158ab697a99c49653f492a,,pass
data/Flusberg/Mark/080023.cha,data/curated/english_child_transcripts/Flusberg/Mark/080023.cha,Flusberg,project_data,eng,True,True,630,924,True,True,,0ba3d7051d40eafce6967779419a8c6ee101038a86d7c55fd985139bae2cbf6d,,pass
data/Flusberg/Mark/080224.cha,data/curated/english_child_transcripts/Flusberg/Mark/080224.cha,Flusberg,project_data,eng,True,True,520,812,True,True,,f3dcd3a9630d7340ff62cb21689fbb27764cadf6eb34af6948527e0638380de0,,pass
data/Flusberg/Mark/080422.cha,data/curated/english_child_transcripts/Flusberg/Mark/080422.cha,Flusberg,project_data,eng,True,True,455,578,True,True,,85903bbdfcce5d2bcd03a15698484b80a2b88f598a79cb35351fac0dde9af5c0,,pass
data/Flusberg/Mark/080700.cha,data/curated/english_child_transcripts/Flusberg/Mark/080700.cha,Flusberg,project_data,eng,True,True,582,1087,True,True,,91ab9075b605e4361fef13029c155cba8d508dc876bcd30d45363df7c60a87b7,,pass
data/Flusberg/Mark/080915.cha,data/curated/english_child_transcripts/Flusberg/Mark/080915.cha,Flusberg,project_data,eng,True,True,463,785,True,True,,a78474728852b85ce74b39dcdf83653b6357e5d04bd9c0e261f3356ab6b04530,,pass
data/Flusberg/Mark/081118.cha,data/curated/english_child_transcripts/Flusberg/Mark/081118.cha,Flusberg,project_data,eng,True,True,558,964,True,True,,bd92d6285dffb980cec672a2f47fa14695b11378c64f4d9825aedd184023b243,,pass
data/Flusberg/Mark/090126.cha,data/curated/english_child_transcripts/Flusberg/Mark/090126.cha,Flusberg,project_data,eng,True,True,281,467,True,True,,5840ee70279511f263e9fa196ae442e219d5a40358300b2acc50383aeafa51ba,,pass
data/Flusberg/Mark/090320.cha,data/curated/english_child_transcripts/Flusberg/Mark/090320.cha,Flusberg,project_data,eng,True,True,365,572,True,True,,34852decb03f062f0e7ab3e558e119747bcec671512153efc187b897e89a14a6,,pass
data/Flusberg/Mark/090526.cha,data/curated/english_child_transcripts/Flusberg/Mark/090526.cha,Flusberg,project_data,eng,True,True,530,861,True,True,,137d7747c0dbfc55d5f19fcc41b6df6a2276c8353e24a1254a140f5290769058,,pass
data/Flusberg/Mark/090818.cha,data/curated/english_child_transcripts/Flusberg/Mark/090818.cha,Flusberg,project_data,eng,True,True,339,547,True,True,,b915e8fb35212d5e0f0e2efdaa008fdeaa25323ee66fbcdc489b1966b6893d51,,pass
data/Flusberg/Rick/040700.cha,data/curated/english_child_transcripts/Flusberg/Rick/040700.cha,Flusberg,project_data,eng,True,True,301,417,True,True,,66887865746e8c2052bfa08320073adfa2c5b946bfed7162dfab71a87c69ccb1,,pass
data/Flusberg/Rick/050904.cha,data/curated/english_child_transcripts/Flusberg/Rick/050904.cha,Flusberg,project_data,eng,True,True,146,184,True,True,,d871b17c4d038508ddde40cc991088079c7f11ee2373e4df7043e3fcd7ff8e9a,,pass
data/Flusberg/Rick/051104.cha,data/curated/english_child_transcripts/Flusberg/Rick/051104.cha,Flusberg,project_data,eng,True,True,154,156,True,True,,62c2e177305bcb9264a1b7b906066cc3fe274c9abf01bb04b45742094bb19cec,,pass
data/Flusberg/Rick/060107.cha,data/curated/english_child_transcripts/Flusberg/Rick/060107.cha,Flusberg,project_data,eng,True,True,300,613,True,True,,67c3326f764c6092bd9bc4169c1b6aaeeeec9e6c2afe97cc8328bd96725c62b8,,pass
data/Flusberg/Rick/060308.cha,data/curated/english_child_transcripts/Flusberg/Rick/060308.cha,Flusberg,project_data,eng,True,True,564,1162,True,True,,b582ee45dcb11521714996fc9a1fcf7ecfdcde0aadc8aae896cff77fad7f8cfe,,pass
data/Flusberg/Rick/060522.cha,data/curated/english_child_transcripts/Flusberg/Rick/060522.cha,Flusberg,project_data,eng,True,True,278,709,True,True,,50e4413a29c248396c2f920675c3392f6e34fcd2ea46927c2b142b32a267593b,,pass
data/Flusberg/Rick/060818.cha,data/curated/english_child_transcripts/Flusberg/Rick/060818.cha,Flusberg,project_data,eng,True,True,416,946,True,True,,4338248795169bd18d6aebe9067e6700e077ebfd39bfd2f4e0c48412c84698c0,,pass
data/Flusberg/Rick/061012.cha,data/curated/english_child_transcripts/Flusberg/Rick/061012.cha,Flusberg,project_data,eng,True,True,536,1251,True,True,,91ca1fbb917881c8441e518d51f66adaf38a24aa9dfdd0465b2553a23b4544d2,,pass
data/Flusberg/Rick/070013.cha,data/curated/english_child_transcripts/Flusberg/Rick/070013.cha,Flusberg,project_data,eng,True,True,275,790,True,True,,02a56433388c76994fd9574048427fe4bb68e1cabe21ab86c867604c59f13dc6,,pass
data/Flusberg/Rick/070215.cha,data/curated/english_child_transcripts/Flusberg/Rick/070215.cha,Flusberg,project_data,eng,True,True,284,744,True,True,,8dcb9ffb3da1367a11645d8a553aa9bdb4e27a9bea63eeff17342a783eb8d476,,pass
data/Flusberg/Rick/070503.cha,data/curated/english_child_transcripts/Flusberg/Rick/070503.cha,Flusberg,project_data,eng,True,True,211,631,True,True,,6e4b6935926d76072d521e187a3406a59e70d5a161ffa781063be1c91134b0aa,,pass
data/Flusberg/Roger/030900.cha,data/curated/english_child_transcripts/Flusberg/Roger/030900.cha,Flusberg,project_data,eng,True,True,124,219,True,True,,a35c2b875fbc115f51334ea2a749d19ce0bece10c97a322800bbc94075848592,,pass
data/Flusberg/Roger/031020.cha,data/curated/english_child_transcripts/Flusberg/Roger/031020.cha,Flusberg,project_data,eng,True,True,282,643,True,True,,ad0f7dde59d762509d41499f40c27d5e4b30b58999e553a49ace60b1a1509f93,,pass
data/Flusberg/Roger/040028.cha,data/curated/english_child_transcripts/Flusberg/Roger/040028.cha,Flusberg,project_data,eng,True,True,274,635,True,True,,7c73c1095d0ecc7616c3ba2899a09fb70c709435c64a484f3cd3439785defa72,,pass
data/Flusberg/Roger/040309.cha,data/curated/english_child_transcripts/Flusberg/Roger/040309.cha,Flusberg,project_data,eng,True,True,559,1449,True,True,,84faeef8435a1fb1b2a396ff4968ff98f7c597408d597b9d183bf19a5900fbf8,,pass
data/Flusberg/Roger/040518.cha,data/curated/english_child_transcripts/Flusberg/Roger/040518.cha,Flusberg,project_data,eng,True,True,419,1278,True,True,,ef1ea4c6c33aa197243a7d5d37eb57dc180e4d2381cfc8e2da4ebf09b86372af,,pass
data/Flusberg/Roger/040727.cha,data/curated/english_child_transcripts/Flusberg/Roger/040727.cha,Flusberg,project_data,eng,True,True,408,1143,True,True,,06068fa2006f9d1dafc5e88f6a03f3dbbb55cf716675fbc75ea03446d75f2c0e,,pass
data/Flusberg/Roger/041007.cha,data/curated/english_child_transcripts/Flusberg/Roger/041007.cha,Flusberg,project_data,eng,True,True,391,1160,True,True,,82010bbe1b171c8419c9aa2c54bd69c167866312ac8b50eb6df04d2ff1acea81,,pass
data/Flusberg/Roger/050006.cha,data/curated/english_child_transcripts/Flusberg/Roger/050006.cha,Flusberg,project_data,eng,True,True,315,827,True,True,,9e1eaaa7468fd4e3cb19171fe4a3da12a3a72b90437d8d8c405199c8d549a422,,pass
data/Flusberg/Roger/050218.cha,data/curated/english_child_transcripts/Flusberg/Roger/050218.cha,Flusberg,project_data,eng,True,True,319,757,True,True,,9777ec4c60914e40e6f8e00f1764baa51f7db2191a17b56bcc6f4f98cadfa240,,pass
data/Flusberg/Roger/050620.cha,data/curated/english_child_transcripts/Flusberg/Roger/050620.cha,Flusberg,project_data,eng,True,True,325,828,True,True,,e2ffa65f81ab65d4234890cd59f9e60f26ad808cd03787cfa58eb932a1883c27,,pass
data/Flusberg/Stuart/030400.cha,data/curated/english_child_transcripts/Flusberg/Stuart/030400.cha,Flusberg,project_data,eng,True,True,181,221,True,True,,5b1457a403d8cfc7614b6a3e291798e5cd5e0cf5e3f439bf2081c2ef7fee6b71,,pass
data/Flusberg/Stuart/030610.cha,data/curated/english_child_transcripts/Flusberg/Stuart/030610.cha,Flusberg,project_data,eng,True,True,154,185,True,True,,1a57b975714aa136a0fd2fec3f340b853f5b30589405482f526fdf92c05153aa,,pass
data/Flusberg/Stuart/030806.cha,data/curated/english_child_transcripts/Flusberg/Stuart/030806.cha,Flusberg,project_data,eng,True,True,204,290,True,True,,a4915390746b68c69014fbff94202d97cbfa0c4d0b83be71bc25147f43b4895d,,pass
data/Flusberg/Stuart/031009.cha,data/curated/english_child_transcripts/Flusberg/Stuart/031009.cha,Flusberg,project_data,eng,True,True,119,192,True,True,,47e13aeff4c9c72f4faa19d87bb53477d9c6409b17e7178b8afc448642623aaa,,pass
data/Flusberg/Stuart/040029.cha,data/curated/english_child_transcripts/Flusberg/Stuart/040029.cha,Flusberg,project_data,eng,True,True,309,601,True,True,,a111c7a375d1f8b4bc1bfc58d9750a1e249c75980c74c2c4d56e57685d806392,,pass
data/Flusberg/Stuart/040306.cha,data/curated/english_child_transcripts/Flusberg/Stuart/040306.cha,Flusberg,project_data,eng,True,True,218,309,True,True,,7bd9c4c5328ff8d8f1d19cbdaedfa745dab7b23186d1eae109d895f97336fefa,,pass
data/Flusberg/Stuart/040521.cha,data/curated/english_child_transcripts/Flusberg/Stuart/040521.cha,Flusberg,project_data,eng,True,True,229,361,True,True,,47b2e4a360302d17d56d25a299ad9f19eca9a33276e8d9ec6a13bbf45e3a1943,,pass
data/Flusberg/Stuart/040715.cha,data/curated/english_child_transcripts/Flusberg/Stuart/040715.cha,Flusberg,project_data,eng,True,True,220,322,True,True,,4f8b8b4aafb88bf0b82d93012fbbdcd55e6c7937070a205acd46b5d1badba8f0,,pass
data/NYU-Emerson/2001.cha,data/curated/english_child_transcripts/NYU-Emerson/2001.cha,NYU-Emerson,project_data,eng,True,True,353,662,True,True,,818d05d0542aa962b201d440d400734db6bd60f0e5804fa249795d681291148e,,pass
data/NYU-Emerson/2002.cha,data/curated/english_child_transcripts/NYU-Emerson/2002.cha,NYU-Emerson,project_data,eng,True,True,162,111,True,True,,c14daf4fa4d926d636fc7d4607aec573846c0747c3cf4fb0a98886c56346e938,,pass
